gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2608289607	240	3	68	ProSiteProfiles	PS50889	IPR002942	RNA-binding S4 domain	GO:0003723
2608289607	240	101	115	ProSitePatterns	PS01149	IPR018496	Pseudouridine synthase, RsuA/RluB/E/F, conserved site	GO:0001522|GO:0003723|GO:0009451|GO:0016866
2608289607	240	62	225	SUPERFAMILY	SSF55120	IPR020103	Pseudouridine synthase, catalytic domain	GO:0001522|GO:0003723|GO:0009451|GO:0009982
2608289607	240	4	55	SUPERFAMILY	SSF55174			
2608289611	212	2	196	SUPERFAMILY	SSF143081	IPR003738	Protein of unknown function DUF159	
2608289635	449	9	449	ProSiteProfiles	PS50267	IPR000175	Sodium:neurotransmitter symporter	GO:0005328|GO:0006836|GO:0016021
2608289635	449	10	443	SUPERFAMILY	SSF161070			
2608289637	140	51	136	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2608289641	68	34	62	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
2608289642	86	51	82	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
2608289643	42	5	35	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
2608289650	363	279	363	SUPERFAMILY	SSF81271	IPR012676	TGS-like	
2608289650	363	2	301	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289651	353	56	187	SUPERFAMILY	SSF111369			
2608289652	976	718	940	SMART	SM00482	IPR001098	DNA-directed DNA polymerase, family A, palm domain	GO:0003677|GO:0003887|GO:0006260
2608289652	976	9	292	SMART	SM00475	IPR002421	5'-3' exonuclease, N-terminal	GO:0003677
2608289652	976	360	547	SMART	SM00474	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408
2608289652	976	193	228	SMART	SM00279	IPR008918	Helix-hairpin-helix motif, class 2	GO:0003677|GO:0003824
2608289652	976	363	545	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2608289652	976	191	316	SUPERFAMILY	SSF47807	IPR020045	5'-3' exonuclease, C-terminal domain	GO:0003677|GO:0003824
2608289652	976	7	190	SUPERFAMILY	SSF88723			
2608289652	976	556	975	SUPERFAMILY	SSF56672			
2608289653	489	350	487	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2608289653	489	363	433	SMART	SM00840	IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR	GO:0000166|GO:0004817|GO:0005524|GO:0005737|GO:0006423
2608289653	489	2	315	SUPERFAMILY	SSF52374			
2608289654	408	305	400	SUPERFAMILY	SSF69055	IPR026877	DXP reductoisomerase C-terminal domain	
2608289654	408	2	152	SUPERFAMILY	SSF51735			
2608289654	408	128	278	SUPERFAMILY	SSF55347			
2608289656	44	9	40	SUPERFAMILY	SSF103511	IPR023329	Chlorophyll a/b binding protein domain	
2608289657	116	7	107	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289658	360	84	342	SUPERFAMILY	SSF53474			
2608289659	479	300	473	SUPERFAMILY	SSF52467			
2608289661	376	150	315	SMART	SM01002	IPR007698	Alanine dehydrogenase/PNT, NAD(H)-binding domain	
2608289661	376	5	141	SMART	SM01003	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	
2608289661	376	174	199	ProSitePatterns	PS00837	IPR008143	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-2	GO:0016491|GO:0055114
2608289661	376	3	172	SUPERFAMILY	SSF52283			
2608289661	376	141	316	SUPERFAMILY	SSF51735			
2608289664	458	144	166	ProSitePatterns	PS00573	IPR008255	Pyridine nucleotide-disulphide oxidoreductase, class-II, active site	GO:0016491|GO:0055114
2608289664	458	324	458	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2608289664	458	366	457	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2608289664	458	12	310	SUPERFAMILY	SSF51905			
2608289665	88	1	69	ProSiteProfiles	PS50832	IPR006196	RNA-binding domain, S1, IF1 type	GO:0003723|GO:0003743|GO:0006413
2608289665	88	2	67	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608289667	320	2	300	SUPERFAMILY	SSF51735			
2608289668	316	14	308	SUPERFAMILY	SSF53474			
2608289669	174	4	78	ProSiteProfiles	PS51671	IPR002912	ACT domain	GO:0008152|GO:0016597
2608289669	174	1	75	SUPERFAMILY	SSF55021			
2608289669	174	80	158	SUPERFAMILY	SSF55021			
2608289670	201	26	196	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2608289670	201	38	189	ProSiteProfiles	PS50072	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2608289672	358	12	357	SUPERFAMILY	SSF81483	IPR000484	Photosynthetic reaction centre, L/M	GO:0009772|GO:0019684|GO:0045156
2608289672	358	189	215	ProSitePatterns	PS00244	IPR000484	Photosynthetic reaction centre, L/M	GO:0009772|GO:0019684|GO:0045156
2608289673	460	17	459	SUPERFAMILY	SSF161077			
2608289675	206	2	202	SUPERFAMILY	SSF52972			
2608289676	509	262	459	ProSiteProfiles	PS51274	IPR017929	CobB/CobQ glutamine amidotransferase	
2608289676	509	13	246	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289676	509	203	249	SUPERFAMILY	SSF52317			
2608289676	509	276	414	SUPERFAMILY	SSF52317			
2608289677	83	4	79	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2608289677	83	8	68	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2608289677	83	39	47	ProSitePatterns	PS00197	IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	GO:0051537
2608289680	343	33	337	SUPERFAMILY	SSF53850			
2608289681	221	80	174	ProSiteProfiles	PS51471	IPR005123	Oxoglutarate/iron-dependent dioxygenase	GO:0016491|GO:0016706|GO:0055114
2608289681	221	1	173	SMART	SM00702	IPR006620	Prolyl 4-hydroxylase, alpha subunit	GO:0005506|GO:0016705|GO:0031418|GO:0055114
2608289684	291	2	276	ProSiteProfiles	PS50861	IPR006194	Glycine-tRNA synthetase, heterodimeric	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
2608289684	291	2	280	SUPERFAMILY	SSF55681			
2608289685	129	2	127	SUPERFAMILY	SSF160532			
2608289686	110	1	110	SUPERFAMILY	SSF55331	IPR014347	Tautomerase/MIF superfamily	
2608289688	212	19	209	SUPERFAMILY	SSF53335			
2608289691	352	7	346	SUPERFAMILY	SSF161077			
2608289692	174	5	21	ProSitePatterns	PS00201	IPR001226	Flavodoxin, conserved site	GO:0009055|GO:0010181
2608289692	174	3	167	ProSiteProfiles	PS50902	IPR008254	Flavodoxin/nitric oxide synthase	GO:0010181|GO:0016491
2608289692	174	3	170	SUPERFAMILY	SSF52218			
2608289699	358	15	354	SUPERFAMILY	SSF53756			
2608289700	304	30	131	SUPERFAMILY	SSF103481			
2608289700	304	210	292	SUPERFAMILY	SSF103481			
2608289701	269	2	117	SUPERFAMILY	SSF52096			
2608289701	269	146	206	SUPERFAMILY	SSF52096			
2608289702	123	7	123	ProSiteProfiles	PS51167	IPR008243	Chorismate mutase, AroH class	
2608289702	123	7	122	SUPERFAMILY	SSF55298	IPR013813	Endoribonuclease L-PSP/chorismate mutase-like	
2608289704	45	3	22	ProSitePatterns	PS00784	IPR020939	Ribosomal protein L34, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608289705	128	1	125	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608289708	488	259	393	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289708	488	57	209	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289708	488	227	458	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289709	431	181	416	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2608289709	431	8	123	SUPERFAMILY	SSF46589	IPR010978	tRNA-binding arm	GO:0000166
2608289709	431	127	424	SUPERFAMILY	SSF55681			
2608289710	359	107	186	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
2608289710	359	118	196	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
2608289711	100	62	84	ProSitePatterns	PS00527	IPR018271	Ribosomal protein S14, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608289711	100	2	100	SUPERFAMILY	SSF57716			
2608289712	721	631	699	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2608289712	721	561	626	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
2608289712	721	562	621	ProSiteProfiles	PS50084	IPR004088	K Homology domain, type 1	GO:0003723
2608289712	721	615	702	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2608289712	721	143	227	SUPERFAMILY	SSF55666	IPR015847	Exoribonuclease, phosphorolytic domain 2	
2608289712	721	459	557	SUPERFAMILY	SSF55666	IPR015847	Exoribonuclease, phosphorolytic domain 2	
2608289712	721	237	328	SUPERFAMILY	SSF46915	IPR015848	Polyribonucleotide nucleotidyltransferase, RNA-binding domain	GO:0000175|GO:0003723|GO:0006396
2608289712	721	5	142	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608289712	721	301	496	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608289712	721	629	699	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2608289712	721	561	638	SUPERFAMILY	SSF54791			
2608289713	298	234	248	ProSitePatterns	PS00630	IPR020550	Inositol monophosphatase, conserved site	GO:0046854
2608289713	298	11	292	SUPERFAMILY	SSF56655			
2608289714	287	17	235	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
2608289714	287	96	107	ProSitePatterns	PS01296	IPR018063	SAM-dependent methyltransferase RsmI, conserved site	GO:0008168
2608289718	207	13	171	SUPERFAMILY	SSF51161	IPR011004	Trimeric LpxA-like	
2608289719	441	218	315	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2608289719	441	322	432	SUPERFAMILY	SSF52413	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	GO:0016616|GO:0051287|GO:0055114
2608289719	441	336	434	SMART	SM00984	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	GO:0016616|GO:0051287|GO:0055114
2608289719	441	21	212	SUPERFAMILY	SSF51735			
2608289720	363	7	190	SUPERFAMILY	SSF51735			
2608289720	363	150	336	SUPERFAMILY	SSF55347			
2608289721	418	24	413	SUPERFAMILY	SSF53756			
2608289722	347	19	344	SUPERFAMILY	SSF52518			
2608289723	329	4	179	SMART	SM00861	IPR005475	Transketolase-like, pyrimidine-binding domain	
2608289723	329	198	325	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2608289723	329	2	185	SUPERFAMILY	SSF52518			
2608289724	367	13	366	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2608289725	243	1	25	ProSiteProfiles	PS51257			
2608289726	635	119	344	SUPERFAMILY	SSF53335			
2608289726	635	290	590	SUPERFAMILY	SSF51735			
2608289727	357	50	352	SUPERFAMILY	SSF53756			
2608289729	216	30	163	SUPERFAMILY	SSF53335			
2608289730	463	115	362	SUPERFAMILY	SSF53756			
2608289732	474	220	320	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2608289732	474	326	467	SUPERFAMILY	SSF52413	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	GO:0016616|GO:0051287|GO:0055114
2608289732	474	339	456	SMART	SM00984	IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal	GO:0016616|GO:0051287|GO:0055114
2608289732	474	6	211	SUPERFAMILY	SSF51735			
2608289733	355	8	342	SUPERFAMILY	SSF51735			
2608289734	476	195	476	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2608289734	476	6	288	SUPERFAMILY	SSF53448			
2608289735	314	1	305	SUPERFAMILY	SSF51735			
2608289736	367	14	360	SUPERFAMILY	SSF51735			
2608289737	352	1	350	SUPERFAMILY	SSF51735			
2608289738	456	82	125	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2608289738	456	162	353	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2608289739	329	161	172	ProSitePatterns	PS01348	IPR018480	Phospho-N-acetylmuramoyl-pentapeptide transferase, conserved site	
2608289740	387	19	385	SUPERFAMILY	SSF53756			
2608289743	370	5	369	SUPERFAMILY	SSF53756			
2608289744	622	2	216	ProSiteProfiles	PS51278	IPR017932	Glutamine amidotransferase type 2 domain	
2608289744	622	1	216	SUPERFAMILY	SSF56235			
2608289744	622	237	384	SUPERFAMILY	SSF52402			
2608289744	622	474	614	SUPERFAMILY	SSF52402			
2608289745	431	170	417	SUPERFAMILY	SSF53335			
2608289746	306	31	237	SUPERFAMILY	SSF51197			
2608289748	526	252	436	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2608289748	526	1	226	SUPERFAMILY	SSF53448			
2608289749	110	5	108	SUPERFAMILY	SSF54427			
2608289750	112	4	112	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2608289751	333	8	301	SUPERFAMILY	SSF51569			
2608289752	127	4	121	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608289753	576	364	576	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2608289753	576	388	576	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289753	576	25	328	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289753	576	30	330	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2608289753	576	506	520	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2608289753	576	358	576	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289754	292	3	256	SUPERFAMILY	SSF53448			
2608289755	317	3	310	SUPERFAMILY	SSF51735			
2608289756	412	251	407	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608289756	412	10	253	SUPERFAMILY	SSF53448			
2608289757	327	2	174	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2608289757	327	187	302	SUPERFAMILY	SSF55060			
2608289758	206	31	186	ProSiteProfiles	PS51464	IPR001347	Sugar isomerase (SIS)	GO:0005975|GO:0030246
2608289758	206	4	177	SUPERFAMILY	SSF53697			
2608289761	521	381	491	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2608289761	521	11	291	SUPERFAMILY	SSF51569			
2608289762	347	248	339	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608289762	347	3	234	SUPERFAMILY	SSF53448			
2608289767	246	11	97	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289768	365	106	264	SUPERFAMILY	SSF53474			
2608289769	289	9	282	SUPERFAMILY	SSF51569			
2608289770	302	145	302	ProSiteProfiles	PS51464	IPR001347	Sugar isomerase (SIS)	GO:0005975|GO:0030246
2608289770	302	2	114	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2608289770	302	110	295	SUPERFAMILY	SSF53697			
2608289771	264	16	254	SUPERFAMILY	SSF51658	IPR013022	Xylose isomerase-like, TIM barrel domain	
2608289772	227	1	226	SUPERFAMILY	SSF53448			
2608289773	250	5	246	SUPERFAMILY	SSF51735			
2608289774	253	6	251	SUPERFAMILY	SSF51735			
2608289775	271	11	269	SUPERFAMILY	SSF51735			
2608289777	582	440	560	SUPERFAMILY	SSF46977	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0016491|GO:0055114
2608289777	582	231	351	SUPERFAMILY	SSF56425	IPR027477	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain	
2608289777	582	6	248	SUPERFAMILY	SSF51905			
2608289777	582	355	422	SUPERFAMILY	SSF51905			
2608289779	205	80	203	SUPERFAMILY	SSF51306	IPR015927	Peptidase S24/S26A/S26B/S26C	
2608289779	205	7	73	SUPERFAMILY	SSF46785			
2608289780	308	7	307	SUPERFAMILY	SSF53671	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2608289780	308	51	58	ProSitePatterns	PS00097	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2608289781	620	202	344	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289781	620	312	330	ProSitePatterns	PS00674	IPR003960	ATPase, AAA-type, conserved site	GO:0005524
2608289781	620	166	436	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289781	620	423	617	SUPERFAMILY	SSF140990			
2608289782	364	8	147	SUPERFAMILY	SSF53927	IPR016193	Cytidine deaminase-like	GO:0003824
2608289782	364	156	358	SUPERFAMILY	SSF53597	IPR024072	Dihydrofolate reductase-like domain	
2608289785	424	7	215	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
2608289785	424	247	391	SUPERFAMILY	SSF53335			
2608289786	302	5	297	SUPERFAMILY	SSF111331	IPR016064	ATP-NAD kinase-like domain	GO:0003951|GO:0008152
2608289787	345	128	324	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2608289787	345	34	118	SUPERFAMILY	SSF46589	IPR010978	tRNA-binding arm	GO:0000166
2608289787	345	111	345	SUPERFAMILY	SSF55681			
2608289788	269	4	263	SUPERFAMILY	SSF64167	IPR002828	Survival protein SurE-like phosphatase/nucleotidase	GO:0016787
2608289790	307	167	304	SUPERFAMILY	SSF82114	IPR015865	Riboflavin kinase domain, bacterial/eukaryotic	GO:0008531|GO:0009231
2608289790	307	176	303	SMART	SM00904	IPR015865	Riboflavin kinase domain, bacterial/eukaryotic	GO:0008531|GO:0009231
2608289790	307	13	169	SUPERFAMILY	SSF52374			
2608289791	351	150	343	SUPERFAMILY	SSF51391	IPR022998	Thiamin phosphate synthase superfamily	
2608289792	69	2	68	SUPERFAMILY	SSF54285	IPR016155	Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp	
2608289795	218	87	216	SUPERFAMILY	SSF52255	IPR000031	Phosphoribosylaminoimidazole carboxylase PurE domain	GO:0006189
2608289795	218	87	217	SMART	SM01001	IPR000031	Phosphoribosylaminoimidazole carboxylase PurE domain	GO:0006189
2608289796	148	44	112	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2608289797	167	8	165	SUPERFAMILY	SSF69765	IPR003526	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	GO:0008685|GO:0016114
2608289797	167	44	59	ProSitePatterns	PS01350	IPR020555	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, conserved site	GO:0008685
2608289799	245	4	228	SUPERFAMILY	SSF75217			
2608289800	303	204	285	ProSiteProfiles	PS50823	IPR004044	K Homology domain, type 2	GO:0003723
2608289800	303	180	300	SUPERFAMILY	SSF54814	IPR009019	K homology domain, prokaryotic type	GO:0003723
2608289800	303	9	185	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289803	318	114	289	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289804	121	2	11	ProSitePatterns	PS00732	IPR020592	Ribosomal protein S16, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2608289804	121	1	83	SUPERFAMILY	SSF54565	IPR023803	Ribosomal protein S16 domain	
2608289805	489	100	296	SMART	SM00962	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614
2608289805	489	269	282	ProSitePatterns	PS00300	IPR000897	Signal recognition particle, SRP54 subunit, GTPase domain	GO:0005525|GO:0006614
2608289805	489	99	301	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2608289805	489	298	431	SUPERFAMILY	SSF47446	IPR004125	Signal recognition particle, SRP54 subunit, M-domain	GO:0006614|GO:0008312|GO:0048500
2608289805	489	1	86	SMART	SM00963	IPR013822	Signal recognition particle, SRP54 subunit, helical bundle	GO:0005525|GO:0006614
2608289805	489	42	351	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2608289806	701	4	72	SUPERFAMILY	SSF46565	IPR001623	DnaJ domain	
2608289807	345	13	344	SUPERFAMILY	SSF52518			
2608289808	313	106	119	ProSitePatterns	PS00715	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608289808	313	276	302	ProSitePatterns	PS00716	IPR000943	RNA polymerase sigma-70	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608289808	313	155	229	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608289808	313	216	307	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608289808	313	15	152	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2608289809	521	233	515	ProSiteProfiles	PS51383	IPR000631	YjeF C-terminal domain, carbohydrate kinase-related	
2608289809	521	15	254	SUPERFAMILY	SSF64153	IPR004443	YjeF N-terminal domain	
2608289809	521	21	222	ProSiteProfiles	PS51385	IPR004443	YjeF N-terminal domain	
2608289809	521	231	510	SUPERFAMILY	SSF53613			
2608289810	385	22	144	SUPERFAMILY	SSF52402			
2608289810	385	172	271	SUPERFAMILY	SSF52402			
2608289811	495	228	474	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2608289812	190	103	190	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
